stock_code,description_clean,n_transacciones,unidades_totales,revenue_total,precio_medio,cluster,categoria_regla,categorias_candidatas,num_categorias_candidatas,estrato_muestreo,categoria_predicha,confianza_margen,categoria_final
17084N,FAIRY DREAMS INCENSE,187,2768,640.26,0.35,19,,[],0,Sin regla,Velas e Iluminación,0.6281167960252239,Velas e Iluminación
17084P,DRAGONS BLOOD INCENSE,70,990,222.75,0.34,22,,[],0,Sin regla,Velas e Iluminación,0.2776320656215261,Velas e Iluminación
17084R,ASSORTED INCENSE PACK,66,10625,1968.45,0.2,22,,[],0,Sin regla,Velas e Iluminación,0.13734800017484988,Sin clasificar
17090A,LAVENDER INCENSE 40 CONES IN TIN,26,173,182.65,1.2,22,,[],0,Sin regla,Velas e Iluminación,0.37182858781483097,Velas e Iluminación
17090D,VANILLA INCENSE 40 CONES IN TIN,30,88,105.2,1.24,22,,[],0,Sin regla,Velas e Iluminación,0.565045542523611,Velas e Iluminación
17091A,LAVENDER INCENSE IN TIN,117,2085,1285.89,1.03,22,,[],0,Sin regla,Velas e Iluminación,0.41772526524488374,Velas e Iluminación
17091B,JASMINE TEA INCENSE IN TIN,52,276,316.98,1.42,26,,[],0,Sin regla,Cocina y Mesa,0.35489401107892554,Cocina y Mesa
17091F,SANDALWOOD INCENSE IN TIN,8,19,27.71,1.58,22,,[],0,Sin regla,Cocina y Mesa,0.1672480911324068,Sin clasificar
17091J,VANILLA INCENSE IN TIN,183,3964,2204.35,0.9,22,,[],0,Sin regla,Velas e Iluminación,0.6293019874757647,Velas e Iluminación
17096,ASSORTED LAQUERED INCENSE HOLDERS,76,6240,1117.09,0.32,22,,[],0,Sin regla,Velas e Iluminación,0.36788738670193355,Velas e Iluminación
17107D,FLOWER FAIRY 5 SUMMER B DRAW LINERS,88,315,803.25,2.55,36,,[],0,Sin regla,Velas e Iluminación,0.1229314127106017,Sin clasificar
17108D,FLOWER FAIRY SUMMER BOUQUET SACHET,23,355,149.1,0.42,36,,[],0,Sin regla,Joyería y Bijouterie,0.08424871328782157,Sin clasificar
17109A,FLOWER FAIRY INCENSE LILY,13,709,333.61,1.19,36,,[],0,Sin regla,Velas e Iluminación,0.5113829503087891,Velas e Iluminación
17109B,FLOWER FAIRY INCENSE LAVENDER,17,4542,896.34,1.32,36,,[],0,Sin regla,Velas e Iluminación,0.7991020464939215,Velas e Iluminación
17109C,FLOWER FAIRY INCENSE ROSE,15,3124,661.23,1.24,36,,[],0,Sin regla,Velas e Iluminación,0.6810670479193699,Velas e Iluminación
17109D,FLOWER FAIRY INCENSE BOUQUET,39,1257,598.31,1.41,36,,[],0,Sin regla,Velas e Iluminación,0.5142781125475553,Velas e Iluminación
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,11,86,57.98,0.83,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.8685622449389925,Bolsos y Carteras
17129D,CLEAR COLOUR GLASS GEMS IN BAG,39,1125,1351.18,1.21,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.8991712643904464,Bolsos y Carteras
17129F,BLUE GLASS GEMS IN BAG,146,1580,1684.58,1.4,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.94716360292746,Bolsos y Carteras
17136A,BLUE STONES ON WIRE FOR CANDLE,34,743,61.78,0.11,35,Velas e Iluminación,['Velas e Iluminación'],1,Velas e Iluminación,Velas e Iluminación,1.1025455449867163,Velas e Iluminación
17164B,ASS COL SMALL SAND GECKO P WEIGHT,82,1620,646.56,0.42,22,,[],0,Sin regla,Cocina y Mesa,0.08067990081754195,Sin clasificar
17164D,ASS COL SMALL SAND FROG P WEIGHT,31,1150,447.0,0.42,22,,[],0,Sin regla,Cocina y Mesa,0.09351892830505237,Sin clasificar
17165B,ASS COL LARGE SAND GECKO P WEIGHT,61,810,751.68,1.03,22,,[],0,Sin regla,Cocina y Mesa,0.03354278979924774,Sin clasificar
17165D,ASS COL LARGE SAND FROG P WEIGHT,93,716,682.32,1.03,22,,[],0,Sin regla,Cocina y Mesa,0.05778641595030898,Sin clasificar
17174,ASSTD RASTA KEY CHAINS,7,36,15.12,0.42,22,,[],0,Sin regla,Joyería y Bijouterie,0.3792999382286891,Joyería y Bijouterie
17178,FLAT PALM T LIGHT HOLDER,25,133,156.65,1.23,15,Velas e Iluminación,['Velas e Iluminación'],1,Velas e Iluminación,Velas e Iluminación,1.918459936489297,Velas e Iluminación
17181,CIRCLE OF FRIENDS CANDLE HOLDER,67,353,642.66,3.77,35,Velas e Iluminación,['Velas e Iluminación'],1,Velas e Iluminación,Velas e Iluminación,1.7127238843775432,Velas e Iluminación
17191A,ROSE FLOWER CANDLE INCENSE 16X16CM,12,33,123.75,3.75,36,Velas e Iluminación,['Velas e Iluminación'],1,Velas e Iluminación,Velas e Iluminación,1.9337515440647728,Velas e Iluminación
18007,ESSENTIAL BALM 3 5G TIN IN ENVELOPE,74,11396,1043.22,0.24,22,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.6585122899517941,Papelería y Tarjetería
18010,ASSORTED FRAGRANCE BATH CONFETTI,9,64,30.16,0.56,22,,[],0,Sin regla,Decoración del Hogar,0.26856500930523497,Decoración del Hogar
18094C,WHITE AND BLUE CERAMIC OIL BURNER,98,433,600.66,1.89,22,,[],0,Sin regla,Cocina y Mesa,0.19258874541898136,Sin clasificar
18096C,WHITE ROUND PORCELAIN TLIGHT HOLDER,26,125,339.84,3.84,22,Velas e Iluminación,['Velas e Iluminación'],1,Velas e Iluminación,Velas e Iluminación,1.8182935245677951,Velas e Iluminación
18097A,PINK TALL PORCELAIN T LIGHT HOLDER,12,17,43.35,2.55,15,Velas e Iluminación,['Velas e Iluminación'],1,Velas e Iluminación,Velas e Iluminación,1.9982968275476563,Velas e Iluminación
18097B,BLUE TALL PORCELAIN T LIGHT HOLDER,4,7,17.85,2.55,15,Velas e Iluminación,['Velas e Iluminación'],1,Velas e Iluminación,Velas e Iluminación,1.9882623350508997,Velas e Iluminación
18097C,WHITE TALL PORCELAIN T LIGHT HOLDER,212,1763,3924.92,2.83,15,Velas e Iluminación,['Velas e Iluminación'],1,Velas e Iluminación,Velas e Iluminación,1.9493998892553983,Velas e Iluminación
18098A,PINK PORCELAIN B FLY OIL BURNER,2,2,5.9,2.95,22,,[],0,Sin regla,Velas e Iluminación,0.0670624792701564,Sin clasificar
18098B,BLUE PORCELAIN B FLY OIL BURNER,3,3,8.85,2.95,22,,[],0,Sin regla,Velas e Iluminación,0.060229513045975014,Sin clasificar
18098C,PORCELAIN BUTTERFLY OIL BURNER,378,1515,4710.74,3.91,22,,[],0,Sin regla,Velas e Iluminación,0.2304954021038732,Velas e Iluminación
20615,BLUE POLKADOT PASSPORT COVER,196,637,1077.81,2.63,22,,[],0,Sin regla,Cocina y Mesa,0.12342176715734843,Sin clasificar
20616,CHERRY BLOSSOM PASSPORT COVER,121,283,449.26,2.1,22,,[],0,Sin regla,Textiles del Hogar,0.07482262922017358,Sin clasificar
20617,FIRST CLASS PASSPORT COVER,105,498,992.99,2.4,22,,[],0,Sin regla,Textiles del Hogar,0.15130236852449708,Sin clasificar
20618,QUEEN OF THE SKIES PASSPORT COVER,137,297,648.54,2.28,22,,[],0,Sin regla,Textiles del Hogar,0.10665979513893442,Sin clasificar
20619,TROPICAL PASSPORT COVER,194,578,1014.42,2.34,22,,[],0,Sin regla,Textiles del Hogar,0.28218427741617746,Textiles del Hogar
20620,RED SPOTTY PASSPORT COVER,14,15,61.76,4.1,22,,[],0,Sin regla,Cocina y Mesa,0.364193774223351,Cocina y Mesa
20621,ECONOMY PASSPORT COVER,33,207,451.67,2.36,22,,[],0,Sin regla,Textiles del Hogar,0.36752116078210173,Textiles del Hogar
20622,VIPPASSPORT COVER,128,582,1127.59,2.63,21,,[],0,Sin regla,Textiles del Hogar,0.4058010966723,Textiles del Hogar
20652,BLUE POLKADOT LUGGAGE TAG,173,1516,1027.29,1.41,22,,[],0,Sin regla,Cocina y Mesa,0.23147489672817234,Cocina y Mesa
20653,CHERRY BLOSSOM LUGGAGE TAG,81,2004,528.77,1.38,22,,[],0,Sin regla,Cajas y Almacenamiento,0.026785814868406366,Sin clasificar
20654,FIRST CLASS LUGGAGE TAG,121,398,505.41,1.38,22,,[],0,Sin regla,Bolsos y Carteras,0.06729857440131326,Sin clasificar
20655,QUEEN OF SKIES LUGGAGE TAG,192,414,608.48,1.7,22,,[],0,Sin regla,Papelería y Tarjetería,0.09232213018194413,Sin clasificar
20657,TROPICAL LUGGAGE TAG,118,1877,726.47,1.32,22,,[],0,Sin regla,Papelería y Tarjetería,0.07396663638242329,Sin clasificar
20658,RED SPOTTY LUGGAGE TAG,358,1584,2251.36,1.68,22,,[],0,Sin regla,Cocina y Mesa,0.22653536677770214,Cocina y Mesa
20659,ECONOMY LUGGAGE TAG,140,369,533.51,1.57,22,,[],0,Sin regla,Bolsos y Carteras,0.025655249109948985,Sin clasificar
20660,VIP LUGGAGE TAG,27,71,88.75,1.25,22,,[],0,Sin regla,Bolsos y Carteras,0.04609762695024233,Sin clasificar
20661,BLUE SPOTTY PURSE,124,898,980.06,3.01,22,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.0591317558919,Bolsos y Carteras
20662,FIRST CLASS HOLIDAY PURSE,49,728,471.33,2.72,22,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.9495766384123545,Bolsos y Carteras
20663,QUEEN OF THE SKIES HOLIDAY PURSE,44,1074,369.41,2.58,22,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.9562475879661296,Bolsos y Carteras
20664,TROPICAL HOLIDAY PURSE,31,57,155.41,2.71,22,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.233157961322548,Bolsos y Carteras
20665,RED RETROSPOT PURSE,349,1335,4256.34,3.81,22,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.3828149215791994,Bolsos y Carteras
20666,ECONOMY HOLIDAY PURSE,46,911,412.45,2.41,22,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.2787633964806133,Bolsos y Carteras
20667,CHERRY BLOSSOM PURSE,24,40,108.69,2.64,22,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.8622042624230692,Bolsos y Carteras
20668,DISCO BALL CHRISTMAS DECORATION,372,20951,2454.88,0.17,1,Navidad,"['Navidad', 'Decoración del Hogar']",2,Navidad,Navidad,2.0775778451003477,Navidad
20669,RED HEART LUGGAGE TAG,220,797,1111.89,1.6,39,,[],0,Sin regla,Decoración del Hogar,0.057182038740284824,Sin clasificar
20670,VIP HOLIDAY PURSE,48,694,378.85,2.86,22,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.3774720147103396,Bolsos y Carteras
20671,BLUE TEATIME PRINT BOWL,143,786,1038.72,1.58,44,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.9575381684108657,Cocina y Mesa
20672,PINK TEATIME PRINT BOWL,36,138,201.0,1.75,44,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.9681853164250955,Cocina y Mesa
20673,STRAWBERRIES PRINT BOWL,2,5,6.25,1.25,44,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.9435111044746247,Cocina y Mesa
20674,GREEN POLKADOT BOWL,466,3412,4348.52,1.51,44,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.116812830467427,Cocina y Mesa
20675,BLUE POLKADOT BOWL,698,6465,8067.83,1.51,44,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.1498975721012625,Cocina y Mesa
20676,RED RETROSPOT BOWL,972,10475,13105.7,1.55,44,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.0881895485350332,Cocina y Mesa
20677,PINK POLKADOT BOWL,769,7774,9798.06,1.58,44,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.1740807397564783,Cocina y Mesa
20678,LARGE BLACK DIAMANTE HAIRSLIDE,1,4,6.6,1.65,22,,[],0,Sin regla,Cocina y Mesa,0.15670410453551653,Sin clasificar
20679,EDWARDIAN PARASOL RED,716,6149,30020.97,6.66,22,Jardín y Exterior,['Jardín y Exterior'],1,Jardín y Exterior,Jardín y Exterior,1.9789847067942845,Jardín y Exterior
20680,PINK FLOWERS CHILDS UMBRELLA,5,6,19.5,3.25,22,,[],0,Sin regla,Cocina y Mesa,0.23876090230712166,Cocina y Mesa
20681,PINK SPOTTY CHILDS UMBRELLA,343,1405,4757.15,3.85,22,,[],0,Sin regla,Cocina y Mesa,0.48387905843818224,Cocina y Mesa
20682,RED RETROSPOT CHILDRENS UMBRELLA,593,3068,10171.31,3.86,22,,[],0,Sin regla,Cocina y Mesa,0.5156869219532756,Cocina y Mesa
20683,RAIN GIRL CHILDS UMBRELLA,1,1,3.25,3.25,22,,[],0,Sin regla,Cocina y Mesa,0.20185196002943462,Cocina y Mesa
20684,STRAWBERRY DREAM CHILDS UMBRELLA,177,580,1910.06,3.58,22,,[],0,Sin regla,Cocina y Mesa,0.4854578304769376,Cocina y Mesa
20685,DOORMAT RED RETROSPOT,1728,9783,66417.47,8.4,22,Jardín y Exterior,['Jardín y Exterior'],1,Jardín y Exterior,Jardín y Exterior,1.9817656262849823,Jardín y Exterior
20686,DOLLY MIXTURE CHILDREN S UMBRELLA,186,590,2002.84,3.71,40,,[],0,Sin regla,Cocina y Mesa,0.3614384597086696,Cocina y Mesa
20688,BEAUTY SPEED EXPRESSO CUPS,11,464,332.9,6.0,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.739203835011243,Cocina y Mesa
20689,RETRO SISTERS EXPRESSO CUPS,41,429,614.1,6.18,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.8160289142733324,Cocina y Mesa
20692,FLORAL ELEPHANT SOFT TOY,141,908,3682.76,4.89,22,,[],0,Sin regla,Bolsos y Carteras,0.2957519505071402,Bolsos y Carteras
20693,FLORAL DINOSAUR GREEN,18,33,161.89,5.21,22,,[],0,Sin regla,Joyería y Bijouterie,0.14915912595189185,Sin clasificar
20694,FLORAL PINK MONSTER,55,166,622.33,4.4,22,,[],0,Sin regla,Pascua y Fiestas,0.041728666638679135,Sin clasificar
20695,FLORAL BLUE MONSTER,61,142,604.58,4.86,22,,[],0,Sin regla,Bolsos y Carteras,0.03516944840602054,Sin clasificar
20696,FLORAL SOFT CAR TOY,60,151,617.94,4.63,22,,[],0,Sin regla,Bolsos y Carteras,0.23489261395973726,Bolsos y Carteras
20697,LITTLE GREEN MONSTER SOFT TOY,21,40,96.6,2.51,22,,[],0,Sin regla,Papelería y Tarjetería,0.15331137649124066,Sin clasificar
20698,LITTLE PINK MONSTER SOFT TOY,22,47,114.45,2.51,22,,[],0,Sin regla,Papelería y Tarjetería,0.1382591120798084,Sin clasificar
20699,MOUSEY LONG LEGS SOFT TOY,89,294,797.96,3.06,22,,[],0,Sin regla,Bolsos y Carteras,0.06374277754687285,Sin clasificar
20700,GREEN CAT FLORAL CUSHION COVER,103,420,1125.05,5.42,21,Textiles del Hogar,['Textiles del Hogar'],1,Textiles del Hogar,Textiles del Hogar,2.084073892033075,Textiles del Hogar
20701,PINK CAT FLORAL CUSHION COVER,50,353,721.49,4.42,21,Textiles del Hogar,['Textiles del Hogar'],1,Textiles del Hogar,Textiles del Hogar,1.975861658231263,Textiles del Hogar
20702,PINK PADDED MOBILE,248,782,3296.7,4.3,22,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9201207004565166,Decoración del Hogar
20703,BLUE PADDED SOFT MOBILE,169,471,1993.47,4.26,22,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.8679454645185334,Decoración del Hogar
20704,MR ROBOT SOFT TOY,80,361,1371.42,6.37,22,,[],0,Sin regla,Cocina y Mesa,0.12116992623459677,Sin clasificar
20705,MRS ROBOT SOFT TOY,53,273,996.19,5.43,22,,[],0,Sin regla,Cocina y Mesa,0.11894709566178224,Sin clasificar
20707,CRAZY DAISY HEART DECORATION,200,1613,1243.68,1.22,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,2.1564227850193496,Decoración del Hogar
20711,JUMBO BAG TOYS,1055,12643,25719.13,2.73,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.3479624289038163,Bolsos y Carteras
20712,JUMBO BAG WOODLAND ANIMALS,1428,17710,37499.37,2.74,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.8937129634196936,Bolsos y Carteras
20713,JUMBO BAG OWLS,1325,20814,40667.05,2.58,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.2138089371601524,Bolsos y Carteras
20714,POSY SHOPPER BAG,28,1580,649.82,0.95,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.675982286999121,Bolsos y Carteras
20715,LITTLE FLOWER SHOPPER BAG,1,400,424.0,1.06,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.386490905662859,Bolsos y Carteras
20716,PARTY FOOD SHOPPER BAG,249,1533,1925.04,1.44,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.8179335128911278,Bolsos y Carteras
20717,STRAWBERRY SHOPPER BAG,765,6296,7767.48,1.59,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.61548537716635,Bolsos y Carteras
20718,RED RETROSPOT SHOPPER BAG,1218,13353,17457.35,1.66,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.6220586363868574,Bolsos y Carteras
20719,WOODLAND CHARLOTTE BAG,1582,24479,27598.42,1.15,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.240253313488696,Bolsos y Carteras
20721,OWLS CHARLOTTE BAG,1,1,0.85,0.85,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.1402377864245428,Bolsos y Carteras
20723,STRAWBERRY CHARLOTTE BAG,1387,18296,20401.05,1.14,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.192694759339121,Bolsos y Carteras
20724,RED RETROSPOT CHARLOTTE BAG,2053,32197,35190.21,1.1,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.142293468987595,Bolsos y Carteras
20725,LUNCH BAG RED RETROSPOT,3090,40317,71106.29,2.05,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.158091482783246,Bolsos y Carteras
20726,LUNCH BAG WOODLAND,1950,22118,38506.74,2.11,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.1884705322469062,Bolsos y Carteras
20727,LUNCH BAG BLACK SKULL,2402,26678,45655.27,2.02,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.9528712902520526,Bolsos y Carteras
20728,LUNCH BAG CARS BLUE,2091,24596,42270.3,1.97,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.5613328698955766,Bolsos y Carteras
20729,RED SPOTTY CANDY BAG,121,5262,1778.12,1.4,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.9310620598973354,Bolsos y Carteras
20730,STRAWBERRY CANDY BAG,102,2218,1011.7,1.09,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.9100090272065384,Bolsos y Carteras
20731,POSY CANDY BAG,73,4142,1252.92,1.4,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.9728730163547834,Bolsos y Carteras
20733,GOLD MINI TAPE MEASURE,295,1927,1452.2,0.85,22,,[],0,Sin regla,Cocina y Mesa,0.13232206568355293,Sin clasificar
20734,SILVER MINI TAPE MEASURE,118,1592,1470.62,1.32,22,,[],0,Sin regla,Cocina y Mesa,0.22519773169776247,Cocina y Mesa
20735,BLACK MINI TAPE MEASURE,202,1515,1540.29,1.21,22,,[],0,Sin regla,Cocina y Mesa,0.31214369200693404,Cocina y Mesa
20736,PINK MINI TAPE MEASURE,19,290,233.5,0.84,22,,[],0,Sin regla,Cocina y Mesa,0.21079600867492188,Cocina y Mesa
20737,RED MINI TAPE MEASURE,1,1,1.7,1.7,22,,[],0,Sin regla,Cocina y Mesa,0.21031180539181327,Cocina y Mesa
20738,GREEN MINI TAPE MEASURE,74,1610,1301.72,0.95,22,,[],0,Sin regla,Cocina y Mesa,0.20358300166697207,Cocina y Mesa
20739,USB OFFICE GLITTER LAMP,1,1,8.65,8.65,22,,[],0,Sin regla,Velas e Iluminación,0.08190998530754312,Sin clasificar
20747,PICCADILLY TEA SET,108,683,9224.92,15.72,26,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.7092226196523472,Cocina y Mesa
20748,KENSINGTON COFFEE SET,183,1600,14266.98,12.38,9,,[],0,Sin regla,Cocina y Mesa,1.011402961707351,Cocina y Mesa
20749,ASSORTED COLOUR MINI CASES,770,3062,22097.61,8.09,22,,[],0,Sin regla,Cocina y Mesa,0.7423191969583551,Cocina y Mesa
20750,RED RETROSPOT MINI CASES,914,3688,26866.63,8.11,22,,[],0,Sin regla,Cocina y Mesa,0.9695855474405599,Cocina y Mesa
20751,FUNKY WASHING UP GLOVES ASSORTED,494,2839,6023.26,2.32,22,,[],0,Sin regla,Cocina y Mesa,0.10460891549139661,Sin clasificar
20752,BLUE POLKADOT WASHING UP GLOVES,358,1500,2868.2,2.38,22,,[],0,Sin regla,Cocina y Mesa,0.37107300071296284,Cocina y Mesa
20753,RETRO PINK SPOT WASHING UP GLOVES,56,218,509.0,2.66,22,,[],0,Sin regla,Cocina y Mesa,0.43158905696428773,Cocina y Mesa
20754,RETROSPOT RED WASHING UP GLOVES,858,5094,10444.82,2.49,22,,[],0,Sin regla,Cocina y Mesa,0.2842333216670244,Cocina y Mesa
20755,BLUE PAISLEY POCKET BOOK,122,5145,1089.73,0.91,9,,[],0,Sin regla,Papelería y Tarjetería,0.101907699578478,Sin clasificar
20756,GREEN FERN POCKET BOOK,64,5728,851.56,0.81,22,,[],0,Sin regla,Papelería y Tarjetería,0.13273299972781827,Sin clasificar
20757,RED DAISY POCKET BOOK,79,5347,890.7,0.84,22,,[],0,Sin regla,Cajas y Almacenamiento,0.1974898340747615,Sin clasificar
20758,ABSTRACT CIRCLES POCKET BOOK,97,5425,953.42,0.82,22,,[],0,Sin regla,Cajas y Almacenamiento,0.16656953770777738,Sin clasificar
20759,CHRYSANTHEMUM POCKET BOOK,63,5777,891.13,0.77,22,,[],0,Sin regla,Papelería y Tarjetería,0.13316812307921028,Sin clasificar
20760,GARDEN PATH POCKET BOOK,82,5550,1313.66,0.79,42,Jardín y Exterior,['Jardín y Exterior'],1,Jardín y Exterior,Jardín y Exterior,1.9026174553601498,Jardín y Exterior
20761,BLUE PAISLEY SKETCHBOOK,147,458,1422.46,4.01,9,,[],0,Sin regla,Cocina y Mesa,0.009155919914406008,Sin clasificar
20762,GREEN FERN SKETCHBOOK,136,458,1343.79,3.84,22,,[],0,Sin regla,Papelería y Tarjetería,0.053253535486327885,Sin clasificar
20763,DAISY SKETCHBOOK,74,267,702.86,3.81,22,,[],0,Sin regla,Cocina y Mesa,0.21741776216296482,Cocina y Mesa
20764,ABSTRACT CIRCLES SKETCHBOOK,194,685,2134.76,4.18,22,,[],0,Sin regla,Cocina y Mesa,0.4760102880602715,Cocina y Mesa
20765,CHRYSANTHEMUM SKETCHBOOK,147,442,1265.06,3.9,22,,[],0,Sin regla,Papelería y Tarjetería,0.14554999947554592,Sin clasificar
20766,GARDEN PATH SKETCHBOOK,157,518,1548.47,3.95,42,Jardín y Exterior,['Jardín y Exterior'],1,Jardín y Exterior,Jardín y Exterior,1.983375816406948,Jardín y Exterior
20767,BLUE PAISLEY JOURNAL,179,812,1741.61,2.68,9,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.8102710560503783,Papelería y Tarjetería
